Student_ID,Age,Gender,Education_Level,Stream,Specialization,Attendance_Percentage,CGPA,Semester_Marks_Percent,Internal_Marks,Practical_Marks,Project_Score,Lab_Score,Assignment_Score,Competition_Participation_Count,Olympiad_Participation,Hackathons_Count,Internships_Count,Research_Experience,Volunteer_Activities,Club_Activities,Leadership,Communication,Confidence,Creativity,Problem_Solving,Critical_Thinking,Adaptability,Teamwork,Decision_Making,Time_Management,Curiosity,Analytical_Thinking,Stress_Management,Self_Learning,Persistence,Interests,Skills,Certifications,Recommended_Career
STU107759,22,Female,Undergraduate,BTech/BE,Cyber Security,88.5,,69,74.4,59.5,58,,59.5,3,No,1,1,No,No,No,6,6,5,5,6,6,9,7,5,4,6,7,5,5,7,Blockchain,Data Structures and Algorithms:Expert|PostgreSQL:Advanced|Django:Expert|JIRA:Advanced|A/B Testing:Advanced|SQL:Advanced|Networking:Advanced|Self Learning:Advanced|Emotional Intelligence:Intermediate|Delegation:Beginner,Databricks Certified Data Engineer Associate,Data Analyst
STU107760,23,Male,Undergraduate,MBBS,Medicine,61.7,7.14,63.1,67,48.2,76.9,,64.5,3,Yes,0,1,No,Yes,No,5,7,5,3,6,7,6,4,4,7,8,5,6,5,5,Public Health|Nursing Care|Medicine|Human Anatomy|Biomedical Devices|First Aid,NA,None,Surgeon
STU107761,21,Male,Postgraduate,MBA,Marketing,94.5,8.33,78.7,74.2,80.4,74.9,94.7,86.4,2,No,0,1,No,No,No,9,7,6,6,6,7,6,7,8,7,8,5,5,6,5,Astronomy|Retail,Financial Modelling:Expert|Brand Management:Expert|Financial Analysis:Intermediate|E-commerce Management:Intermediate|Cold Calling:Advanced|Adaptability:Intermediate|Decision Making:Advanced|Leadership:Intermediate|Cultural Sensitivity:Intermediate|Time Management:Advanced,None,Tax Consultant
STU107762,20,Male,Professional Degree,Professional Degree,Architect (COA Registered),94.4,7.73,60.2,64.8,58.2,69.4,53.5,44.8,5,No,0,1,No,No,Yes,8,7,4,4,7,5,8,6,6,4,3,4,5,7,5,Film Making|Dance|Product Design|Graphic Design,Colour Theory:Advanced|Rhino 3D:Advanced|Fashion Illustration:Expert|Innovation Mindset:Advanced|Decision Making:Advanced|Delegation:Intermediate|Ethical Reasoning:Intermediate|Self Learning:Intermediate,None,Graphic Designer
STU107763,25,Male,Postgraduate,MBA,Marketing,,,87.3,82.9,97.6,81.6,,98.4,2,No,0,0,No,Yes,Yes,7,7,7,7,7,4,8,6,6,6,6,5,7,6,7,,Stock Trading:Intermediate|QuickBooks:Advanced|Business Valuation:Intermediate|Salesforce CRM:Expert|Content Marketing:Intermediate|Critical Thinking:Advanced|Resilience:Intermediate,None,Online Tutor
STU107764,10,Other,Class 6,General,NA,72.2,7.95,88.3,89.1,86.1,65.1,85,78.7,2,No,0,,,No,No,5,6,7,5,6,4,6,4,6,6,5,5,4,5,7,Writing,None,None,Online Tutor
STU107765,19,Female,Undergraduate,BDS,Dental Surgery,,7.91,75.9,82.2,81.1,60.8,77.7,67.9,8,No,0,1,No,No,Yes,5,7,8,5,4,4,6,6,5,7,7,6,7,6,7,Public Health|Genetics|Nutrition and Diet|Animal Care,Anatomy Knowledge:Beginner|Vital Signs Monitoring:Intermediate|Radiology Techniques:Intermediate|Leadership:Intermediate|Stress Management:Advanced,None,Pharmacist
STU107766,17,Female,ITI,ITI,Machinist,74.3,5.55,44.7,39.3,44.2,46.3,40.6,40.1,0,No,0,2,No,Yes,No,3,3,3,5,4,3,2,5,3,4,3,1,2,5,1,Tailoring|Welding|Plumbing,Machine Operation:Beginner|Electrical Wiring:Beginner|Stress Management:Beginner|Decision Making:Beginner,None,Machinist
STU107767,20,Male,Undergraduate,BCom,Banking and Insurance,92.2,6.11,70.5,64.2,82,47.7,70.8,69.6,1,No,0,1,No,No,No,4,6,5,5,5,5,6,5,6,6,4,3,5,4,4,Real Estate|Taxation|E-commerce|Retail|Startups|Marketing,QuickBooks:Expert|Procurement:Beginner|Public Relations:Intermediate|Google Ads:Beginner|Customer Relationship Management:Intermediate|Active Listening:Intermediate|Critical Thinking:Beginner|Time Management:Intermediate|Adaptability:Intermediate|Teamwork:Intermediate,None,Business Development Executive
STU107768,20,Male,Diploma,Diploma Engineering,Electrical Engineering,94.1,7.19,82.6,79,56.3,83.7,64.5,78.9,0,No,0,,No,No,Yes,6,7,9,7,6,6,6,6,5,7,5,8,6,8,8,Mechatronics|Manufacturing|Electronics|Surveying|CAD Modelling|Automobiles|Construction Technology,Six Sigma:Expert|Cultural Sensitivity:Expert|Problem Solving:Advanced|Communication:Expert,Certified Six Sigma Black Belt,Maintenance Engineer
STU107769,22,Male,Postgraduate,MTech/ME,Computer Science,70.9,7.62,59.4,,53.6,45,54.7,56.9,2,Yes,4,2,No,No,Yes,5,4,5,6,5,4,6,5,7,7,6,5,7,5,4,App Development|Open Source Contribution|Drawing,SQL:Beginner|Decision Making:Beginner|Critical Thinking:Intermediate|Active Listening:Intermediate|Innovation Mindset:Intermediate|Adaptability:Beginner,Coursera - Google Cybersecurity Certificate|IBM Data Science Professional Certificate|NPTEL - Programming in Python,Early Childhood Educator
STU107770,18,Male,Undergraduate,BDes,Interior Design,82.1,7.97,82.9,81.3,88.4,84.6,99.4,83.9,4,No,0,0,Yes,No,No,7,6,9,10,8,9,8,7,7,7,8,6,7,6,10,Business Strategy|Animation|Product Design|Drawing,Photography (DSLR):Expert|Stress Management:Advanced|Problem Solving:Advanced|Communication:Advanced,None,Graphic Designer
STU107771,22,Male,Undergraduate,BTech/BE,Information Technology,91.5,,85.2,86.3,77.5,50.8,89.1,73.2,2,No,3,0,No,No,No,6,5,5,8,8,6,6,7,6,6,6,6,4,4,3,Ethical Hacking|Data Science|Competitive Programming|Computer Networking,SEO Analytics:Intermediate|Git/GitHub:Advanced|Data Visualization:Advanced|Emotional Intelligence:Intermediate|Conflict Resolution:Intermediate|Cultural Sensitivity:Intermediate|Communication:Intermediate|Problem Solving:Intermediate,None,MLOps Engineer
STU107772,19,Female,Undergraduate,BA,Political Science,89.9,8.25,94.4,100,99,73.4,100,71.7,5,No,0,1,Yes,Yes,Yes,6,8,6,7,8,7,8,9,7,7,7,7,8,9,4,Archaeology|Reading|Political Science|Drawing|Literature,Screenwriting:Intermediate|Qualitative Research:Intermediate|Foreign Languages:Advanced|Counselling Techniques:Expert|Academic Writing:Advanced|Policy Analysis:Expert|Survey Design:Intermediate|Translation:Expert|Creative Writing:Expert|Historical Research:Intermediate|Presentation Skills:Advanced|Leadership:Advanced|Networking (Professional):Intermediate,Coursera - Introduction to Philosophy|Certificate in Public Policy (Takshashila)|TOEFL Certification|Coursera - Modern World History|Certificate in French Language (DELF),Teacher
STU107773,18,Other,ITI,ITI,Fitter,80.9,6.1,66.6,,72.9,77,82.5,72.5,4,No,0,2,No,Yes,Yes,3,5,7,6,4,6,3,1,5,3,4,3,5,4,5,Tailoring|Electrical Repair|Literature,Plumbing:Intermediate|Teamwork:Beginner|Delegation:Beginner,None,Education Counsellor
STU107774,12,Male,Class 6,General,NA,87.3,,72,70.7,58.8,66.9,48.9,,3,Yes,0,,,No,Yes,8,6,5,7,7,7,6,5,5,5,4,5,7,5,7,Languages|Poetry|Culture and Heritage,None,None,Fisheries Officer
STU107775,23,Female,Postgraduate,MArch,Urban Planning,82.6,,63.7,54.1,58.8,,57.3,66.4,2,No,0,1,No,No,Yes,6,6,9,5,6,4,5,6,5,6,6,6,7,7,7,Sculpting|Physics|Fashion,Canva:Intermediate|CorelDRAW:Intermediate|Rhino 3D:Advanced|Animation (2D/3D):Advanced|Set Design:Advanced|Lightroom:Advanced|Stress Management:Intermediate|Decision Making:Advanced|Resilience:Intermediate|Problem Solving:Beginner,None,Video Editor
STU107776,24,Female,Postgraduate,MSc,Data Science,78.3,8.53,71.1,63.6,73.3,71.7,66.4,77.2,2,No,0,0,No,Yes,Yes,8,6,5,7,7,7,10,5,5,6,7,7,4,7,5,Geology|Oceanography|Scientific Writing,GIS Mapping:Advanced|Remote Sensing:Beginner|Field Research:Intermediate|Bioinformatics Tools:Expert|Microscopy:Intermediate|Seismology Basics:Advanced|Environmental Monitoring:Advanced|Laboratory Skills:Expert|Climate Modelling:Intermediate|Instrumentation:Intermediate|Communication:Intermediate|Ethical Reasoning:Intermediate|Adaptability:Intermediate|Persuasion:Beginner|Critical Thinking:Intermediate,None,University Lecturer (Science)
STU107777,11,Female,Class 7,General,NA,85.5,8.42,81.1,80,70.3,87.2,61.6,74.6,1,No,0,,,No,Yes,5,5,7,5,5,8,7,7,6,7,6,7,7,6,4,Literature,None,None,Civil Services Officer
STU107778,17,Male,Higher Secondary,Vocational,Healthcare,87.9,8.36,59.5,60.4,59.8,,58.3,47.9,4,No,1,,No,No,Yes,5,4,4,4,5,5,5,7,6,6,2,2,6,7,7,,Pharmacology Knowledge:Advanced|First Aid and CPR:Advanced|Patient Counselling:Intermediate|Medical Coding:Intermediate|Wound Care:Beginner|Emotional Intelligence:Intermediate|Delegation:Intermediate|Problem Solving:Advanced|Decision Making:Advanced|Cultural Sensitivity:Beginner,Basic Life Support (BLS) Certification,Broadcast Producer
STU107779,17,Male,Diploma,Diploma Design,Fashion Design,84.8,10,70.4,61,70.8,,62.9,80.2,1,No,0,,No,No,Yes,8,6,4,5,7,6,6,6,7,6,9,7,6,5,7,Fashion|Graphic Design|Crafts|Music|Interior Design|Drawing|Animation|Sculpting,Stop Motion Animation:Advanced|Conflict Resolution:Advanced|Decision Making:Intermediate,Autodesk Certified User - Maya,Motion Graphics Designer
STU107780,23,Female,Postgraduate,MA,Sociology,83.7,8.76,68.8,83.6,66.5,84.4,71.1,68.5,5,No,0,0,No,No,No,5,6,8,6,8,6,5,7,6,7,6,6,6,7,4,Archaeology|Reading|Philosophy|Business Strategy,Screenwriting:Advanced|Museum Curation:Advanced|Editing and Proofreading:Intermediate|Qualitative Research:Advanced|Critical Thinking:Advanced|Time Management:Intermediate,None,Teacher
STU107781,24,Female,Undergraduate,BTech/BE,Data Science,94.4,6.23,57.1,58.8,56,46.5,60.5,,3,No,1,1,Yes,Yes,No,2,3,3,5,4,5,4,2,5,5,4,3,4,4,5,Cyber Security|UI/UX Design|Medicine|Game Development|Data Science|Programming|Internet of Things|Open Source Contribution,Data Structures and Algorithms:Advanced|MySQL:Beginner|Go (Golang):Beginner|A/B Testing:Beginner|Apache Kafka:Intermediate|Teamwork:Beginner|Adaptability:Beginner|Conflict Resolution:Beginner|Presentation Skills:Beginner,None,Full Stack Developer
STU107782,23,Male,Undergraduate,BBA,General Management,81,9.27,85.2,86.9,94.7,74.7,,87.2,1,No,0,2,No,No,Yes,6,7,7,7,6,6,8,7,5,8,4,7,10,8,5,Investment,Social Media Marketing:Advanced|Risk Management:Expert|Digital Marketing:Advanced|Supply Chain Management:Intermediate|Email Marketing:Intermediate|Problem Solving:Intermediate|Time Management:Expert|Cultural Sensitivity:Intermediate,Six Sigma Yellow Belt|NISM Certification (Securities Market)|Google Digital Marketing Certificate|Tally ERP Certification,Accountant
STU107783,21,Male,Undergraduate,BTTM,Tourism and Travel Management,64.2,6.69,67.5,65.7,,76.2,78.2,82.1,0,No,0,0,Yes,No,Yes,4,4,5,6,6,6,5,5,6,5,6,4,5,5,5,Event Management|Hotel Management|Cruise and Aviation Hospitality|Tourism|Cricket|Baking|Travel|Cooking,Hotel Front Office Operations:Intermediate|Event Planning:Advanced|Housekeeping Management:Intermediate|Customer Service:Expert|Baking:Intermediate|Travel Itinerary Planning:Advanced|Food and Beverage Service:Intermediate|Cooking:Beginner|Creativity:Advanced|Stress Management:Intermediate,None,Hotel Manager
STU107784,23,Female,Undergraduate,BA,Journalism and Mass Communication,84,,64.5,67.8,64.9,84.1,53.2,56.7,2,No,0,0,Yes,Yes,No,6,7,5,7,5,6,5,5,6,5,7,2,8,7,6,Digital Marketing|Broadcasting|Video Editing|Public Relations,Social Media Management:Intermediate|Copywriting:Intermediate|Content Writing:Intermediate|Media Ethics:Beginner|Broadcast Journalism:Intermediate|Video Production:Intermediate|Photography:Advanced|Podcast Production:Intermediate|Ethical Reasoning:Advanced|Resilience:Intermediate|Active Listening:Intermediate,Certificate in Video Editing (Premiere Pro)|Coursera - Podcasting Specialization|Certificate in Journalism (IIMC)|Google News Initiative Certification,Journalist
STU107785,20,Female,Diploma,Diploma Design,Interior Design,77.9,9.2,73.8,70.8,83.5,88.8,82.8,68.3,4,No,0,,No,No,Yes,5,7,5,6,6,6,7,7,8,8,7,8,7,8,7,Architecture|Music|Crafts|Painting|Interior Design|Dance|Sculpting,Fashion Illustration:Expert|Adobe Illustrator:Advanced|Self Learning:Intermediate|Cultural Sensitivity:Intermediate|Stress Management:Expert,Unity Certified Associate Game Developer,Graphic Designer
STU107786,27,Male,Postgraduate,MD/MS,General Medicine,78.3,8.99,58.1,55.4,55.5,74.8,57.9,75.6,8,No,0,0,No,No,No,7,7,7,5,7,6,6,5,8,7,8,7,6,4,5,Surgery|Nutrition and Diet|Journalism,Emergency Response:Advanced|Cultural Sensitivity:Advanced|Teamwork:Intermediate|Time Management:Expert|Stress Management:Expert|Innovation Mindset:Advanced,None,Paramedic
STU107787,19,Female,Diploma,Diploma Engineering,Civil Engineering,86.8,8.41,77.5,81.5,82.9,63.1,81.8,89,2,No,0,,No,No,No,7,7,7,7,6,6,7,6,9,7,9,7,5,8,6,,Estimation and Costing:Advanced|Robotics Programming:Expert|Fire Safety Systems:Expert|Machining:Advanced|PCB Design:Intermediate|Leadership:Expert|Problem Solving:Advanced|Presentation Skills:Beginner,NPTEL - Fluid Mechanics and Hydraulic Machines|Autodesk Certified User - AutoCAD|NPTEL - Thermodynamics,Fleet Manager
STU107788,17,Female,Diploma,Diploma Paramedical,Radiology Technology,78.2,7.79,90.1,84.7,85,85.8,,97.9,3,No,0,,No,Yes,No,5,7,8,8,7,8,7,7,6,8,4,6,6,5,5,Surgery|Public Health|Alternative Medicine|Medicine|Biomedical Devices|Nutrition and Diet|Animal Care|First Aid,Vaccination Administration:Advanced|Active Listening:Advanced|Problem Solving:Advanced,None,Homeopathic Doctor
STU107789,16,Male,Higher Secondary,Commerce,Commerce with Maths,81.4,7.32,,51.5,65.9,71.6,65,54.3,1,No,0,,No,No,No,6,4,3,2,4,4,5,1,4,5,7,3,5,7,5,,Payroll Management:Intermediate|Teamwork:Intermediate|Problem Solving:Beginner|Time Management:Advanced,None,Auditor
STU107790,19,Male,Undergraduate,BTech/BE,Robotics,77.1,9.55,,65.2,73.6,88.1,74.7,52.6,2,No,3,1,No,Yes,Yes,5,8,9,8,5,8,6,9,8,7,7,9,7,6,8,Archaeology|Aeronautics|Surveying|Construction Technology,Six Sigma:Advanced|Lean Manufacturing:Expert|Vehicle Diagnostics:Expert|Structural Analysis:Advanced|AutoCAD:Advanced|STAAD Pro:Advanced|Building Information Modelling (BIM):Advanced|Boiler Operations:Advanced|Cultural Sensitivity:Advanced|Problem Solving:Advanced|Stress Management:Advanced|Resilience:Advanced|Persuasion:Advanced,None,Police Officer
STU107791,11,Male,Class 6,General,NA,86.4,9.04,72.4,84.3,59.6,92.3,61.3,71.5,1,Yes,0,,,No,No,7,6,7,10,6,5,4,7,9,4,5,6,7,6,5,Poetry|Reading|Anthropology,None,None,Forest Officer
STU107792,22,Male,Undergraduate,BTech/BE,Cyber Security,,8.16,91.2,100,86.3,92.4,75.1,83.5,4,No,2,0,Yes,Yes,No,10,9,9,8,8,8,7,7,6,9,7,6,8,6,9,Open Source Contribution|Entrepreneurship,MySQL:Advanced|Go (Golang):Expert|Swift:Expert|Prompt Engineering:Advanced|Machine Learning:Expert|Decision Making:Expert|Innovation Mindset:Expert|Creativity:Expert|Ethical Reasoning:Advanced,Docker Certified Associate|Microsoft Office Specialist|NPTEL - Cloud Computing,Back-End Developer
STU107793,23,Female,Undergraduate,BVSc,Veterinary Science,83.9,7.98,86.2,,87.9,,,86.2,4,No,0,0,Yes,No,Yes,7,7,6,7,7,6,7,6,8,6,7,6,4,5,7,Not Available,Medical Terminology:Intermediate|Wound Care:Intermediate|Radiology Techniques:Advanced|Active Listening:Expert|Delegation:Advanced|Conflict Resolution:Advanced|Resilience:Advanced,Diploma in Medical Lab Technology|Certificate in Clinical Research|Certificate in Diabetes Education,Pharmacist
STU107794,16,Female,Higher Secondary,Science,"Physics, Chemistry, Biology (PCB)",82.2,,65.5,58.7,76.7,77.6,,48.5,2,No,0,,No,No,No,4,6,3,5,5,6,6,5,5,3,6,6,5,5,5,Cloud Computing|Surgery|Genetics|Pharmacology|Alternative Medicine|Nutrition and Diet|Human Anatomy|Biomedical Devices|First Aid,Genetic Analysis:Advanced|Telemedicine Tools:Intermediate|Problem Solving:Intermediate|Ethical Reasoning:Beginner|Active Listening:Intermediate|Delegation:Advanced|Conflict Resolution:Intermediate,None,Public Health Officer
STU107795,22,Female,Undergraduate,BVSc,Veterinary Science,97.3,8.21,70.1,68.3,59.7,75.8,,65.1,3,No,0,1,No,No,No,6,7,6,8,8,5,3,6,4,8,6,7,5,9,7,Surgery|Pharmacology|Nursing Care|Nutrition and Diet|Human Anatomy|Meteorology,Medical Coding:Intermediate|Ethical Reasoning:Advanced|Communication:Advanced|Delegation:Expert|Creativity:Intermediate,Certificate in Diabetes Education|Diploma in Medical Lab Technology|NPTEL - Biomedical Instrumentation,Medical Transcriptionist
STU107796,19,Male,Diploma,Diploma Engineering,Electronics Engineering,,7.41,65.5,74.6,68.9,56.3,59.8,69.5,0,No,0,,No,No,Yes,,,,,,,,,,,,,,,,Renewable Energy|Drones|Structural Design|CAD Modelling|Machines and Tools|Automobiles|Construction Technology,PLC Programming:Intermediate|Active Listening:Beginner|Teamwork:Intermediate|Networking (Professional):Beginner|Communication:Intermediate,Certified Six Sigma Black Belt,Power Systems Engineer
STU107797,18,Male,Undergraduate,BTTM,Tourism and Travel Management,,9.2,66.1,62.2,68.6,,,78.1,2,No,0,1,No,No,No,7,7,9,5,8,6,6,5,7,10,9,6,4,9,8,Event Management|Hotel Management|Cruise and Aviation Hospitality|Tourism|Baking|Travel|Cooking,Hotel Front Office Operations:Expert|Food and Beverage Service:Expert|Event Planning:Expert|Housekeeping Management:Advanced|Customer Service:Expert|Baking:Advanced|Travel Itinerary Planning:Expert|Cooking:Advanced|Critical Thinking:Intermediate|Networking (Professional):Beginner|Stress Management:Advanced|Teamwork:Advanced|Conflict Resolution:Advanced,None,Restaurant Manager
STU107798,16,Female,Class 10,General,NA,85.7,,60.5,57.3,63.7,100,69.7,66.1,0,No,0,,,No,Yes,7,6,6,6,9,7,8,6,10,7,5,8,9,8,6,Languages|Writing,Presentation Skills:Beginner|Creativity:Intermediate|Networking (Professional):Intermediate|Ethical Reasoning:Intermediate,None,Railway Officer
STU107799,23,Female,Undergraduate,BSc,Mathematics,83.3,8.3,93.9,96.2,100,72.4,97,88.7,2,No,0,1,No,Yes,Yes,7,9,7,6,9,5,4,4,6,5,7,6,5,7,6,Astronomy|Wildlife|Physics|Meteorology|Chemistry|Scientific Writing,Sample Preparation:Intermediate|Creativity:Advanced|Active Listening:Advanced|Critical Thinking:Intermediate|Adaptability:Intermediate,Certified Laboratory Technician|NPTEL - Research Methodology|Coursera - Astrobiology|Certificate in Bioinformatics (NPTEL)|Coursera - Climate Change Science,Lab Technician
STU107800,31,Female,Professional Degree,Professional Degree,Chartered Financial Analyst (CFA),95.3,8.45,99.5,100,100,97.1,99.6,99.6,3,Yes,0,1,No,No,No,7,8,9,8,9,8,7,7,9,8,7,5,7,7,6,Taxation|Digital Marketing|Writing|Business Strategy,QuickBooks:Expert|Public Relations:Advanced|Inventory Management:Expert|Budgeting:Expert|Mergers and Acquisitions Analysis:Expert|Email Marketing:Advanced|Problem Solving:Expert|Delegation:Intermediate|Stress Management:Advanced,NCFM Certification (NSE)|IIBA Certified Business Analysis Professional (CBAP)|HubSpot Content Marketing Certification|Coursera - Google Digital Garage|PMI Project Management Professional (PMP)|SAP FICO Certification,Franchise Owner
STU107801,27,Female,Postgraduate,MA,English Literature,85.1,7.54,66.7,70.2,63.6,83,68,65,2,No,0,0,Yes,No,No,5,6,6,4,7,3,6,6,7,6,7,7,5,7,4,Pharmacology|Political Science|Public Speaking|Writing|Anthropology|History|Sociology|Culture and Heritage,Screenwriting:Intermediate|Foreign Languages:Intermediate|Leadership:Advanced|Conflict Resolution:Advanced,None,Political Analyst
STU107802,23,Female,Postgraduate,MA,Psychology,,,71.8,77.2,,71.7,71.8,91.6,4,No,0,3,Yes,No,Yes,6,8,9,7,8,7,7,9,5,5,7,5,4,7,8,Public Speaking|Writing|Literature|Sociology,Screenwriting:Expert|Active Listening:Advanced|Critical Thinking:Expert|Teamwork:Advanced|Networking (Professional):Intermediate|Problem Solving:Advanced,NPTEL - Indian History and Culture|Certificate in Public Policy (Takshashila),Social Worker
STU107803,18,Male,Higher Secondary,Vocational,Healthcare,,8.23,89.8,,73.3,91.6,66.4,90,5,No,0,,No,Yes,No,7,5,5,5,6,8,6,6,9,8,8,8,7,7,4,Surgery|Human Anatomy|First Aid|Public Policy,Anatomy Knowledge:Advanced|Pharmacology Knowledge:Advanced|Innovation Mindset:Intermediate|Resilience:Advanced,None,Surgeon
STU107804,17,Female,ITI,ITI,Machinist,87.2,7.56,59.2,68.1,51.7,74.3,49.1,60.7,5,Yes,0,4,No,Yes,Yes,7,5,6,7,4,6,6,3,6,8,7,4,7,7,7,N/A,Automobile Repair:Advanced|Tailoring and Stitching:Expert|Tool and Die Making:Beginner|Carpentry:Expert|Refrigeration and AC Repair:Advanced|Adaptability:Intermediate|Innovation Mindset:Advanced|Conflict Resolution:Intermediate,None,Plumber
STU107805,26,Female,Postgraduate,MCom,Advanced Accounting,93.3,9.18,86.7,91.8,92.8,97.6,94.3,89.6,1,No,0,2,Yes,No,Yes,8,9,7,9,7,9,7,8,8,9,9,4,8,8,8,Business Strategy|Supply Chain|Entrepreneurship|Insurance|Marketing,Financial Analysis:Advanced|Time Management:Expert|Creativity:Expert,Tally ERP Certification|NISM Certification (Securities Market)|SAP FICO Certification|Facebook Blueprint Certification,Bank Manager
STU107806,28,Female,Postgraduate,MBA,Operations,89.5,10,,100,86.5,100,88.2,100,1,No,0,2,No,Yes,No,8,6,10,7,8,9,10,5,10,6,7,10,9,9,8,Cloud Computing|Business Strategy|Human Resources|Entrepreneurship|Economics|Retail,Financial Modelling:Expert|E-commerce Management:Expert|Budgeting:Expert|Cold Calling:Advanced|Investment Analysis:Expert|Cost-Benefit Analysis:Expert|Business Valuation:Expert|Salesforce CRM:Advanced|Franchise Management:Expert|Business Planning:Expert|Emotional Intelligence:Expert|Cultural Sensitivity:Expert|Decision Making:Advanced|Problem Solving:Expert|Communication:Expert,Facebook Blueprint Certification|Six Sigma Yellow Belt,Accountant
STU107807,22,Male,Postgraduate,MArch,Urban Planning,69,6.9,67.9,73.3,70.1,77,74.6,76.4,2,No,0,2,No,Yes,No,8,5,5,5,5,3,6,4,6,5,2,7,4,3,4,Architecture|Crafts|Product Design|Dance|Film Making|Sculpting,SketchUp:Beginner|Adobe Illustrator:Advanced|Colour Theory:Intermediate|3D Modelling (Blender):Intermediate|Textile Printing:Intermediate|Sculpting:Intermediate|Persuasion:Beginner|Active Listening:Intermediate,None,UI/UX Designer
STU107808,23,Female,Postgraduate,MSc,Physics,79.9,7.94,78.4,82.9,85.6,71.4,85,85.7,4,No,0,0,No,Yes,No,6,6,7,3,4,7,6,5,4,4,3,4,6,7,5,Astronomy,GIS Mapping:Intermediate|Data Collection:Intermediate|Microscopy:Advanced|Seismology Basics:Intermediate|Chromatography:Beginner|Spectroscopy:Intermediate|Statistical Analysis:Intermediate|Climate Modelling:Intermediate|Chemical Analysis:Intermediate|Instrumentation:Beginner|Innovation Mindset:Intermediate|Teamwork:Intermediate|Emotional Intelligence:Beginner|Active Listening:Beginner|Adaptability:Beginner,Certificate in Bioinformatics (NPTEL),Biotechnologist
STU107809,20,Female,ITI,ITI,Automobile Mechanic,,6.28,55.1,57.1,74.4,41.3,73.4,63.9,1,No,1,1,No,No,No,2,2,3,2,4,7,6,4,4,3,2,4,3,3,2,Tailoring|Automobile Repair|Pharmacology|Machine Operation|Carpentry|Electrical Repair|Welding|Plumbing,Machine Operation:Beginner|Tailoring and Stitching:Intermediate|Carpentry:Intermediate|Refrigeration and AC Repair:Beginner|Welding Techniques:Beginner|Plumbing:Beginner|Networking (Professional):Beginner|Communication:Beginner,None,CNC Operator
STU107810,24,Male,Undergraduate,BSc,Chemistry,87.6,6.92,63.6,,47,78.8,35.9,60.1,2,No,0,0,No,No,No,5,6,4,5,5,7,6,7,4,5,3,5,5,5,3,Biology|Astronomy|Physics|Meteorology|Scientific Writing,GIS Mapping:Intermediate|Bioinformatics Tools:Intermediate|Research Methodology:Intermediate|Chromatography:Intermediate|Spectroscopy:Intermediate|Environmental Monitoring:Intermediate|Climate Modelling:Expert|Laboratory Skills:Intermediate|Chemical Analysis:Intermediate|Sample Preparation:Advanced|Innovation Mindset:Beginner|Creativity:Intermediate,None,Statistician
STU107811,19,Male,Undergraduate,CA (Chartered Accountancy),Chartered Accountancy,100,7.46,71.8,69.2,71.9,86.6,69.8,60.2,2,No,0,1,No,No,No,,,,,,,,,,,,,,,,Investment|Taxation|Stock Market|Supply Chain|Economics|Digital Marketing|E-commerce|Marketing,Stock Trading:Advanced|Financial Analysis:Intermediate|B2B Sales:Expert|Digital Marketing:Advanced|Risk Management:Expert|Sales:Expert|Business Valuation:Expert|Auditing:Intermediate|Negotiation:Expert|Delegation:Intermediate|Self Learning:Intermediate|Adaptability:Intermediate,Bloomberg Market Concepts Certificate,Product Manager (Business)
STU107812,16,Female,ITI,ITI,Fitter,89.3,8.59,67.8,57.8,71.5,88.5,73,66.2,1,No,0,1,No,No,Yes,6,3,6,7,7,7,7,8,4,7,5,5,6,7,9,Tailoring|Automobile Repair,Tool and Die Making:Expert|Carpentry:Intermediate|Refrigeration and AC Repair:Intermediate|Innovation Mindset:Advanced|Problem Solving:Intermediate|Presentation Skills:Expert|Leadership:Advanced,Skill India Certified - Electrician|Skill India Certified - Automobile Technician,Carpenter
STU107813,22,Male,Undergraduate,BSc Agriculture,Agriculture,80.4,9.87,83.3,83.2,100,93.6,96.9,69.1,5,No,0,0,No,No,No,6,6,8,6,6,8,4,7,5,6,7,7,6,6,3,Animal Husbandry|Organic Farming|Fisheries|Forestry|Food Processing|Rural Development|Horticulture|Agri-Technology,Pesticide Management:Intermediate|Soil Testing:Expert|Livestock Management:Intermediate|Crop Management:Intermediate|Food Safety:Expert|Irrigation Planning:Intermediate|Farm Equipment Operation:Advanced|Agri-Business Planning:Advanced|Resilience:Advanced|Decision Making:Advanced|Innovation Mindset:Advanced,ICAR Certified Farm Advisor|NPTEL - Precision Agriculture|Certificate in Agri-Business Management|Certificate in Organic Farming,Horticulturist
STU107814,20,Male,Undergraduate,BSc,Mathematics,78.7,5.75,58.8,52.7,55.8,52.9,52.2,67,2,No,0,0,No,No,No,3,5,4,5,4,1,4,6,4,4,3,2,4,5,4,Chemistry|Nanotechnology|Research|Oceanography,Remote Sensing:Advanced|Field Research:Beginner|Data Collection:Intermediate|Spectroscopy:Beginner|Sample Preparation:Beginner|Environmental Monitoring:Beginner|Statistical Analysis:Intermediate|Laboratory Skills:Beginner|Scientific Writing:Beginner|Instrumentation:Beginner|Presentation Skills:Beginner|Adaptability:Beginner|Resilience:Beginner|Networking (Professional):Beginner,None,Environmental Scientist
