Student_ID,Age,Gender,Education_Level,Current_Course,Board,School_or_College_Type,Medium_of_Instruction,District,State,Urban_or_Rural,Stream,Mathematics,Science,English,Social_Science,Second_Language,Physics,Chemistry,Biology,Computer_Science,Accountancy,Business_Studies,Economics,Statistics,History,Political_Science,Geography,Psychology,Overall_Percentage,CGPA,Current_Semester,Backlogs,Attendance,Project_Score,Logical_Reasoning,Analytical_Thinking,Numerical_Ability,Spatial_Ability,Mechanical_Aptitude,Scientific_Aptitude,Language_Aptitude,Business_Aptitude,Creative_Aptitude,Leadership_Aptitude,Observation,Memory,Critical_Thinking,Decision_Making,Learning_Ability,Communication,Leadership,Teamwork,Problem_Solving,Creativity,Time_Management,Adaptability,Confidence,Self_Learning,Emotional_Intelligence,Stress_Management,Networking_Skill,Personality_Type,Learning_Style,Risk_Taking,Work_Preference,Leadership_Style,Technology_Interest,Medicine_Interest,Business_Interest,Finance_Interest,Law_Interest,Teaching_Interest,Research_Interest,Agriculture_Interest,Arts_Interest,Design_Interest,Sports_Interest,Music_Interest,Writing_Interest,Journalism_Interest,Psychology_Interest,Environment_Interest,Hospitality_Interest,Social_Service_Interest,Defence_Interest,Robotics_Interest,Artificial_Intelligence_Interest,Animation_Interest,Entrepreneurship_Interest,Gaming_Interest,MS_Word,Excel,PowerPoint,Typing_Speed,Internet_Research,Digital_Communication,AI_Tool_Usage,Online_Collaboration,Cyber_Awareness,Programming,Python,Java,C++,SQL,Database,Networking,Cybersecurity,Cloud_Computing,Artificial_Intelligence_Skill,Machine_Learning,Data_Analysis,UI_UX,Graphic_Design,Video_Editing,Accounting,Financial_Analysis,Marketing,Patient_Care,Laboratory_Skills,Mechanical_Design,Electrical_Maintenance,Civil_Drawing,Legal_Research,Content_Writing,Scientific_Research,Agriculture_Skill,Certification_1,Certification_2,Certification_Count,Project_1,Project_2,Project_Count,Internship_Completed,Internship_Domain,Internship_Duration_Months,Industrial_Visit,Volunteer_Experience,Community_Service_Hours,Activity_1,Activity_2,Activity_3,Parent_Education,Parent_Occupation,Annual_Family_Income,First_Generation_Learner,Internet_Access,Laptop_Availability,Study_Environment,Preferred_Industry,Preferred_Location,Expected_Salary,Government_or_Private,Research_Interest_Level,Higher_Studies_Interest,Abroad_Studies_Interest,Startup_Interest,Work_Life_Balance_Preference,Recommended_Career,Academic_Performance_Score,Total_Technical_Skill_Score,Soft_Skill_Score,Digital_Literacy_Score,Domain_Skill_Score,STEM_Strength_Score,Business_Aptitude_Score,Creativity_Score,Leadership_Score,Career_Readiness_Score,Mathematics_Studied,Science_Studied,English_Studied,Social_Science_Studied,Second_Language_Studied,Physics_Studied,Chemistry_Studied,Biology_Studied,Computer_Science_Studied,Accountancy_Studied,Business_Studies_Studied,Economics_Studied,Statistics_Studied,History_Studied,Political_Science_Studied,Geography_Studied,Psychology_Studied
STU104243,18,Male,Undergraduate,BSc Nursing,Not Applicable,Government,English,Pune,Maharashtra,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.24,8,0,100,79.5,2,5,4,3,3,4,5,3,7,3,9,5,3,5,4,5,3,6,4,4,4,6,4,4,5,6,5,Ambivert,Visual,Medium,Hybrid,Not Applicable,6,6,5,4,6,7,4,6,8,7,4,4,4,2,5,3,4,6,4,5,6,7,5,4,3,5,9,7,9,10,8,6,9,1,3,1,0,1,2,2,2,2,1,3,4,0,4,5,1,0,2,1,3,3,1,0,0,0,1,3,Not Applicable,Not Applicable,0,Agriculture Project,Not Applicable,1,Yes,IT,3,Yes,No,0,Quiz,Coding Club,Not Applicable,10th Pass,Private Employee,10-20 LPA,Yes,Yes,No,Excellent,Education,Home State,610305,Private,5,6,5,4,High Priority,Fashion Designer,62.4,2.07,4.67,7.33,1.25,68.05,4,6,3,51.66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104244,17,Female,Plus Two,Not Applicable,State Board,Private,English,Nagpur,Maharashtra,Rural,Commerce,51.5,Not Studied,64.5,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,88.4,60.8,85.1,57.5,Not Studied,Not Studied,Not Studied,Not Studied,67.97,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4,5,9,5,6,7,8,5,5,4,6,7,4,4,5,5,7,4,4,5,3,5,4,6,5,5,3,Ambivert,Reading,Low,Independent,Not Applicable,2,4,3,8,4,6,5,6,5,2,4,6,6,6,3,6,4,5,5,5,7,5,6,5,6,8,6,5,5,5,1,6,7,0,2,2,0,2,0,1,0,0,0,2,0,0,2,0,4,1,3,1,2,2,3,0,1,3,2,1,Not Applicable,Not Applicable,0,Machine Learning Project,Not Applicable,1,No,Not Applicable,0,No,Yes,0,Robotics Club,Drama,Not Applicable,Below 10th,Teacher,10-20 LPA,No,Yes,No,Excellent,Legal Services,Metro Cities Only,494790,Government,3,4,6,5,High Priority,Bank PO / Clerk,67.97,0.73,4.67,5.44,1.92,51.5,5.33,4,5.5,21.93,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
STU104245,18,Female,Plus Two,Not Applicable,State Board,Government,English,Pune,Maharashtra,Urban,Humanities,Not Studied,Not Studied,76.4,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,73.4,Not Studied,55,77.9,76.9,61.8,70.23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,6,5,6,6,2,3,6,8,3,8,5,3,3,4,5,6,5,6,5,6,5,8,5,3,3,7,Extrovert,Hands-on,Medium,Team,Not Applicable,3,6,4,4,6,4,4,6,8,2,5,4,4,7,2,5,3,5,2,6,5,9,6,9,7,6,4,6,6,7,6,4,4,2,1,3,1,0,3,2,2,0,2,2,1,2,4,4,3,2,1,0,3,1,0,1,2,0,3,1,AutoCAD,Not Applicable,1,Not Applicable,Not Applicable,0,No,Not Applicable,0,No,Yes,20,Hackathon,Quiz,NSS,Graduate,Daily Wage Worker,Above 20 LPA,Yes,Yes,No,Good,Construction & Infrastructure,Anywhere in India,411223,Either,5,4,8,3,Low Priority,Animator,70.23,1.93,5.33,5.56,1.42,68.05,4.67,5,4.5,22.23,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
STU104246,16,Female,Class 10,Not Applicable,State Board,Private,Regional Language,South Delhi,Delhi,Urban,General,83.3,75.3,62.4,49.5,72.2,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,68.54,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,3,4,3,2,4,6,2,8,6,7,6,5,4,6,5,6,5,4,5,4,5,7,6,4,7,5,Extrovert,Visual,Low,Independent,Not Applicable,6,3,8,4,4,4,4,3,7,3,5,1,2,7,4,2,4,3,4,6,4,9,5,4,6,4,4,0,4,2,3,4,6,0,0,0,1,1,0,2,2,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,NPTEL,PMKVY,2,Not Applicable,Not Applicable,0,No,Not Applicable,0,No,No,0,Drama,Hackathon,Not Applicable,Postgraduate,Private Employee,6-10 LPA,No,Yes,Yes,Good,Retail & E-commerce,Abroad,514508,Private,7,4,6,3,High Priority,Animator,68.54,0.6,5.25,3.67,0.33,83.3,4.67,5.33,6,25.84,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
STU104247,19,Female,Undergraduate,BTech Mechanical,Not Applicable,Government,Regional Language,Thrissur,Kerala,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,7.36,5,1,82.2,79.2,4,2,6,6,2,6,5,4,9,5,6,4,6,1,4,4,4,2,4,6,6,2,3,4,6,3,5,Extrovert,Practical,Low,Team,Not Applicable,4,7,7,4,4,6,6,6,9,4,5,6,2,5,2,4,3,4,6,5,6,7,3,3,5,4,8,6,9,8,9,6,9,0,2,0,3,2,1,0,1,0,2,1,1,2,6,6,0,2,1,0,0,2,0,1,2,4,1,3,Not Applicable,Not Applicable,0,Website,Not Applicable,1,No,Not Applicable,0,Yes,No,0,NCC,Student Council,Not Applicable,Below 10th,Retired,3-6 LPA,No,Yes,Yes,Good,Agriculture,Abroad,636203,Private,5,4,2,4,Moderate Priority,Animator,73.6,1.8,4.08,7.11,1.33,68.05,5,6.33,4.5,26.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104248,17,Female,Plus Two,Not Applicable,ICSE,Private,Regional Language,Bengaluru Urban,Karnataka,Urban,Humanities,Not Studied,Not Studied,64.8,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,65.2,Not Studied,80.7,89.2,69.1,76.7,74.28,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2,5,6,5,3,6,9,5,5,4,4,3,8,4,7,6,2,4,6,5,6,4,7,5,2,6,6,Extrovert,Practical,Medium,Team,Not Applicable,3,4,6,3,7,8,5,4,4,5,2,5,5,4,3,3,5,6,6,6,4,6,6,8,6,6,2,5,6,3,4,2,5,3,0,0,0,1,1,0,1,1,0,1,3,0,0,0,1,4,2,1,0,1,1,4,3,1,1,0,Adobe Certified,TCS iON,2,Not Applicable,Not Applicable,0,No,Not Applicable,0,No,No,0,Music,Not Applicable,Not Applicable,Doctorate,Teacher,6-10 LPA,No,Yes,No,Excellent,Manufacturing,No Preference,403149,Private,7,5,6,1,Moderate Priority,Lawyer,74.28,0.73,4.92,4.33,1.58,68.05,4.67,5,3,27.49,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
STU104249,17,Male,Plus One,Not Applicable,State Board,Private,English,Kozhikode,Kerala,Urban,Science,81.6,Not Studied,86.8,Not Studied,Not Studied,75.8,58.1,51.1,77.5,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,71.82,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,8,4,3,4,7,5,5,7,1,6,2,4,5,5,5,4,6,6,5,2,2,3,7,2,4,6,4,Extrovert,Visual,Low,Team,Not Applicable,8,4,5,4,3,3,3,2,3,6,3,4,4,1,5,7,3,3,5,8,3,4,5,2,8,6,3,6,5,4,7,5,6,6,1,0,4,2,0,1,1,2,1,0,1,2,2,0,0,3,3,3,0,6,0,3,1,0,3,2,IBM,Not Applicable,1,Not Applicable,Not Applicable,0,No,Not Applicable,0,No,Yes,0,Robotics Club,Drama,Music,Postgraduate,Farmer,3-6 LPA,No,Yes,No,Poor,Banking & Finance,Abroad,437261,Private,9,1,4,3,Moderate Priority,Robotics Engineer,71.82,1.53,4.25,5.56,2,68.82,5.33,3,6,22.23,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
STU104250,20,Male,Undergraduate,BA English,Not Applicable,Aided,English,Kozhikode,Kerala,Urban,Humanities,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.3,6,0,70.3,63,6,6,4,3,4,4,7,7,5,8,4,4,2,9,4,5,8,6,4,5,4,6,6,3,5,4,5,Ambivert,Reading,Medium,Hybrid,Supportive,4,2,5,4,2,4,5,3,7,8,4,2,6,3,4,4,2,3,8,6,4,3,2,6,6,8,6,4,4,3,5,8,4,0,0,1,1,2,3,0,3,2,1,1,1,0,0,0,1,2,2,1,0,3,0,1,0,1,1,0,IBM,Coursera,3,Robotics Project,Machine Learning Project,3,No,Not Applicable,0,Yes,Yes,30,Art Club,Not Applicable,Not Applicable,10th Pass,Government Employee,6-10 LPA,No,Yes,Yes,Poor,Manufacturing,No Preference,551869,Private,4,4,6,7,Moderate Priority,Army Officer,83,1,5.08,5.33,1,68.05,5.33,6,8,63.32,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104251,18,Female,ITI,ITI Fitter,Not Applicable,Autonomous,English,Kozhikode,Kerala,Rural,Vocational,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,7.07,3,0,77.7,68.4,4,7,6,6,4,1,8,3,4,7,5,4,1,6,4,3,5,1,6,3,4,4,6,4,5,4,4,Extrovert,Visual,Medium,Team,Collaborative,6,3,5,4,7,4,8,2,4,3,6,5,4,4,6,2,5,7,4,4,5,5,3,6,4,6,2,3,4,5,3,5,3,0,1,2,1,1,1,0,1,0,0,2,0,1,0,2,3,1,1,3,1,1,5,0,0,1,1,3,Not Applicable,Not Applicable,0,Research Publication,Agriculture Project,3,No,Not Applicable,0,No,No,0,Hackathon,Not Applicable,Not Applicable,Doctorate,Farmer,Below 1.5 LPA,No,Yes,No,Average,Research & Academia,No Preference,577795,Private,6,5,5,2,High Priority,IAS/Public Administrator,70.7,0.8,4.08,3.89,1.67,68.05,4,3.33,6,34.72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104252,23,Male,Undergraduate,BSc Nursing,Not Applicable,Private,English,South Delhi,Delhi,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.18,7,3,83.1,77.9,7,5,3,5,4,8,6,3,4,3,2,7,6,5,6,5,2,6,7,6,2,5,2,4,5,7,6,Ambivert,Visual,Low,Hybrid,Not Applicable,9,4,5,5,4,5,4,7,3,5,7,4,4,6,7,5,6,5,1,6,3,3,7,2,6,3,5,7,7,9,8,4,7,7,7,6,4,1,1,0,2,2,0,2,3,1,3,4,2,2,3,0,3,2,0,1,1,1,3,1,Adobe Certified,Not Applicable,1,Science Fair Project,Teaching Internship Report,3,Yes,Agriculture,3,Yes,No,0,Hackathon,Not Applicable,Not Applicable,10th Pass,Self-Employed Professional,3-6 LPA,Yes,Yes,No,Average,Agriculture,Metro Cities Only,535734,Private,2,7,4,5,High Priority,Software Engineer,61.8,2.87,4.75,6.22,1.58,68.05,4.33,5,2.5,73.88,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104253,17,Male,Plus One,Not Applicable,State Board,Private,English,Noida,Uttar Pradesh,Urban,Commerce,66.3,Not Studied,80,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,81.3,51.4,47.3,95.2,Not Studied,Not Studied,Not Studied,Not Studied,70.25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4,8,6,6,9,5,5,4,4,3,3,4,5,4,5,5,3,3,2,6,5,4,4,3,6,4,4,Introvert,Visual,Medium,Team,Not Applicable,6,5,5,7,6,4,4,2,4,4,3,5,4,6,4,2,2,5,4,6,6,6,4,5,9,6,6,6,8,7,7,6,6,1,0,0,1,2,2,1,0,0,0,0,0,0,1,0,3,5,0,2,1,1,1,3,0,4,0,1,Skill India,Not Applicable,1,Not Applicable,Not Applicable,0,No,Not Applicable,0,No,Yes,10,Photography Club,Not Applicable,Not Applicable,Below 10th,Retired,3-6 LPA,No,Yes,No,Poor,Healthcare,Home State,418702,Either,6,10,3,3,Moderate Priority,Chartered Accountant,70.25,0.53,4.08,6.78,1.75,66.3,5.33,4.67,3,25.28,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
STU104254,18,Male,Plus Two,Not Applicable,CBSE,Private,Regional Language,Howrah,West Bengal,Urban,Science,70.5,Not Studied,88.7,Not Studied,Not Studied,51.2,61.2,Not Studied,40.5,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,62.42,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,1,7,6,5,6,2,3,4,6,4,6,2,9,7,1,6,4,4,4,5,6,1,5,6,4,6,Extrovert,Practical,Low,Hybrid,Collaborative,5,3,7,4,6,5,3,3,4,5,5,5,3,5,3,6,6,5,6,5,5,4,2,5,3,8,7,4,6,4,4,5,3,0,0,2,1,1,0,2,1,2,0,0,2,2,1,0,1,2,0,0,2,0,1,1,3,0,3,1,Teaching Certification,Cisco,2,Business Plan,Not Applicable,1,No,Not Applicable,0,No,Yes,20,Entrepreneurship Club,Not Applicable,Not Applicable,Doctorate,Farmer,Below 1.5 LPA,No,No,Yes,Good,IT & Software,Home State,337770,Either,6,4,2,4,Moderate Priority,Army Officer,62.42,0.93,4.33,4.89,1.17,55.85,4.67,4.33,6,37.22,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
STU104255,16,Male,Plus One,Not Applicable,CBSE,Aided,English,Thrissur,Kerala,Urban,Science,81.2,Not Studied,49.2,Not Studied,Not Studied,73.4,68.8,Not Studied,79.1,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,70.34,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,7,4,2,5,4,5,7,8,7,2,3,5,5,2,6,2,5,8,3,4,4,3,4,5,5,2,Introvert,Visual,Low,Independent,Not Applicable,8,5,4,4,3,4,4,5,4,4,3,5,4,4,6,5,4,3,4,4,5,5,1,4,3,4,5,5,4,7,5,3,3,3,0,2,1,1,2,3,0,0,1,2,0,4,2,4,1,3,2,1,1,3,1,1,0,2,2,4,Not Applicable,Not Applicable,0,Website,Not Applicable,1,No,Not Applicable,0,Yes,No,0,Quiz,Robotics Club,NSS,Graduate,Homemaker,3-6 LPA,Yes,Yes,No,Poor,Construction & Infrastructure,No Preference,230507,Government,5,7,5,3,Moderate Priority,Web Developer,70.34,1.67,4.25,4.33,1.75,75.62,5,5,4.5,19.16,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
STU104256,16,Female,Class 10,Not Applicable,State Board,Private,English,Guntur,Andhra Pradesh,Urban,General,69.6,55.9,84.1,63.1,65.3,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,6,5,3,4,7,6,3,7,9,2,3,7,8,6,3,2,8,3,4,6,3,8,5,5,4,6,Extrovert,Hands-on,Low,Independent,Directive,7,6,4,7,5,4,6,5,4,7,7,6,4,3,4,5,5,9,7,6,4,3,1,4,7,2,7,7,1,4,2,3,4,0,2,1,1,1,1,1,0,0,2,0,0,0,1,0,2,1,2,0,1,0,1,1,0,1,0,0,Cisco,Adobe Certified,3,Agriculture Project,Machine Learning Project,2,No,Not Applicable,0,No,Yes,5,NSS,Environmental Club,Not Applicable,10th Pass,Self-Employed Professional,Below 1.5 LPA,Yes,Yes,Yes,Good,Government & Public Sector,Metro Cities Only,399413,Private,6,1,3,5,Low Priority,IAS Officer,67.6,0.67,4.75,4.11,0.75,69.6,4.67,6,5.5,51.94,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
STU104257,20,Male,Undergraduate,BA English,Not Applicable,Private,English,Nashik,Maharashtra,Urban,Humanities,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,7.41,7,0,85.9,75.6,6,3,4,4,4,3,7,8,7,3,9,5,4,5,6,8,4,4,7,5,5,4,4,3,5,3,3,Ambivert,Visual,High,Independent,Not Applicable,1,3,3,3,5,6,1,4,3,5,4,3,4,3,5,2,5,6,3,2,5,8,8,6,6,4,7,4,5,3,3,3,5,1,3,1,1,0,0,3,1,2,0,0,0,1,1,0,0,3,1,2,4,2,2,0,0,0,2,0,Oracle,Not Applicable,1,Not Applicable,Not Applicable,0,No,Not Applicable,0,Yes,No,0,Music,Hackathon,Photography Club,Graduate,Business Owner,1.5-3 LPA,Yes,Yes,Yes,Good,Manufacturing,No Preference,619009,Private,1,5,6,7,Moderate Priority,Social Worker,74.1,0.93,4.58,4.44,1.33,68.05,4.67,5.67,3.5,19.43,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104258,18,Male,Diploma,Diploma in Computer Engineering,Not Applicable,Private,Regional Language,Visakhapatnam,Andhra Pradesh,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,6.73,1,0,96.5,81,4,6,1,7,5,5,3,5,8,2,5,5,5,5,5,6,4,4,6,1,5,6,6,5,5,2,5,Introvert,Practical,Medium,Hybrid,Not Applicable,4,6,4,4,1,7,5,2,8,6,5,6,4,6,3,5,4,6,7,5,5,5,2,4,8,6,8,6,9,8,7,4,6,3,2,1,0,2,2,0,0,1,3,4,0,4,1,2,4,2,1,1,2,0,3,7,2,1,1,2,NSDC,Tally,3,Not Applicable,Not Applicable,0,Yes,Law,3,Yes,No,0,Entrepreneurship Club,Hackathon,NSS,Below 10th,Farmer,1.5-3 LPA,Yes,Yes,No,Excellent,Retail & E-commerce,Anywhere in India,280139,Private,1,7,9,3,High Priority,Architect,67.3,1.67,4.58,6.89,2.17,68.05,4.33,5,3,67.22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104259,26,Male,Postgraduate,MTech,Not Applicable,Private,Regional Language,Lucknow,Uttar Pradesh,Rural,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,7.79,3,1,87.4,86.5,4,2,4,3,2,8,2,7,7,4,6,5,7,5,3,4,6,1,2,3,3,5,5,4,5,5,2,Extrovert,Reading,Medium,Team,Not Applicable,6,3,3,4,2,7,4,8,6,2,6,7,6,5,4,6,5,1,5,5,3,8,4,6,7,3,4,4,5,4,9,7,7,0,2,0,0,0,1,2,0,0,0,3,0,0,0,0,1,1,0,3,0,3,0,1,2,2,2,5,IBM,Adobe Certified,2,Robotics Project,Not Applicable,1,No,Not Applicable,0,No,No,0,Sports,Student Council,Not Applicable,Graduate,Unemployed,10-20 LPA,No,Yes,Yes,Poor,Media & Entertainment,Metro Cities Only,875052,Private,2,4,2,5,High Priority,Agriculture Officer,77.9,0.53,3.75,5.56,1.67,68.05,4.67,4,5,38.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104260,22,Female,Postgraduate,MCA,Not Applicable,Private,English,Kollam,Kerala,Rural,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,7.28,4,0,76.4,81.7,7,3,5,3,5,5,4,3,6,7,4,4,6,7,5,6,4,6,5,5,4,1,4,3,1,6,3,Extrovert,Reading,Low,Team,Collaborative,6,7,2,4,2,5,5,3,4,4,4,4,3,5,2,3,3,7,4,5,4,7,6,2,5,5,4,5,4,4,4,6,5,1,0,0,3,1,0,0,3,0,0,1,2,1,0,0,1,3,2,4,1,3,2,2,0,1,2,1,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,0,No,Not Applicable,0,Yes,No,0,Robotics Club,Not Applicable,Not Applicable,Graduate,Daily Wage Worker,Above 20 LPA,No,Yes,Yes,Average,Retail & E-commerce,Anywhere in India,1101982,Government,2,5,2,3,High Priority,IAS/Public Administrator,72.8,0.8,4,4.67,1.83,68.05,3,5,5.5,11.68,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104261,25,Male,Postgraduate,MSc,Not Applicable,Private,English,Vijayawada,Andhra Pradesh,Urban,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,8.75,4,0,72.5,75.2,4,4,8,4,3,6,5,6,5,4,5,4,6,3,9,6,3,7,7,2,5,6,6,3,5,7,3,Introvert,Hands-on,High,Hybrid,Not Applicable,4,3,6,5,5,7,7,5,5,4,4,3,6,8,5,4,5,6,5,3,5,4,2,4,5,7,6,1,4,7,4,5,6,0,1,0,1,0,2,1,0,2,0,2,1,0,2,0,1,0,1,2,1,1,0,0,2,2,7,0,Tally,TCS iON,2,Mobile App,Research Project,2,No,Not Applicable,0,No,No,0,Robotics Club,Entrepreneurship Club,Not Applicable,12th Pass,Daily Wage Worker,1.5-3 LPA,Yes,Yes,Yes,Good,Design & Creative,Abroad,766875,Private,6,8,3,2,Moderate Priority,Professor,87.5,0.8,5,5,1.42,68.05,5.67,3.67,3.5,45.83,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104262,18,Female,Undergraduate,MBBS,Not Applicable,Deemed University,English,Ernakulam,Kerala,Rural,Science,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,67.62,7.6,8,3,85.8,59.7,6,2,10,6,5,6,3,5,7,3,1,5,3,5,3,5,4,3,6,7,6,5,6,2,4,6,5,Ambivert,Reading,Medium,Hybrid,Not Applicable,10,3,5,3,5,6,7,6,5,5,6,3,4,2,4,6,5,4,4,6,3,5,1,3,5,5,6,7,5,7,6,3,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,3,2,1,0,0,3,1,1,1,0,Tally,NPTEL,2,Mobile App,Business Plan,2,Yes,Law,1,Yes,Yes,20,Student Council,NCC,Not Applicable,12th Pass,Teacher,3-6 LPA,No,Yes,No,Average,Research & Academia,No Preference,315559,Either,4,6,3,1,Moderate Priority,Civil Engineer,76,0.2,4.92,6,1.33,68.05,4.33,6.33,3.5,73.33,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
STU104263,17,Male,Plus One,Not Applicable,CBSE,Private,English,Kanpur,Uttar Pradesh,Urban,Science,63.5,Not Studied,65.5,Not Studied,Not Studied,78.8,87.8,Not Studied,68.5,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,Not Studied,72.82,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4,6,8,5,5,9,4,3,5,4,5,4,6,2,4,4,4,5,2,2,3,3,5,2,6,7,5,Ambivert,Visual,Medium,Team,Not Applicable,3,5,3,3,4,7,8,3,4,5,2,7,4,7,5,5,6,4,1,4,3,4,5,5,4,2,3,7,8,9,6,3,3,3,2,3,2,3,1,0,2,3,2,2,7,0,0,2,1,0,0,2,2,2,0,1,2,0,4,0,IBM,NSDC,3,Not Applicable,Not Applicable,0,No,Not Applicable,0,Yes,Yes,30,Drama,Debate,Not Applicable,10th Pass,Teacher,Below 1.5 LPA,Yes,Yes,No,Good,Manufacturing,Metro Cities Only,627428,Either,7,1,5,5,High Priority,Research Scientist,72.82,2.13,4,5,1.17,74.65,3,4,4,37.5,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
